equipment,count
717 320 319,1
E90 763,1
737 EMJ 738 E90 763,1
76W 767,1
757 M88 73W,1
738 320 319 M83 M80 E90 757,1
321 319 M80 M83 320 737 757,1
763 320 744 739,1
319 737 320 321,1
767 E90 319 320 332 757 321 737,1
321 320 CR9 E90,1
319 320 E75 CR9,1
321 767 757 319,1
737 319 321 320,1
DH8 CR9,1
M80 321 319 M83 320 737 757,1
M88 73H,1
319 320 DH3,1
CR9 AT7 CRK CR2,1
CR9 CR2 CRK,1
321 320 345 333 342,1
I14 320 763 764,1
320 I14 763,1
320 I14,1
767 764,1
320 332 333,1
333 332 320,1
787 738,1
738 320 319 321,1
321 737 319 320,1
733 E90,1
772 73W 763,1
772 73W,1
76W 763,1
E75 ERD ER4,1
M83 757 M80 738,1
321 738 M80 319 M83 320,1
DH8 DH7,1
738 333 332 777,1
738 332 777 333,1
E90 DH3 319,1
733 735 320 319 32A 321,1
73W ER4,1
73W ER4 73H,1
340 343,1
763 343 346,1
343 340,1
77W 777 773,1
321 767 319 320,1
767 320 321,1
E75 ERD ER4 CR7,1
738 320 73G DH4 319,1
738 321 320 73G,1
73G 717 ,1
73C 738,1
738 73C 73W,1
73G ,1
73G 717,1
321 767 757 320 332,1
321 757 767 319,1
733 320 321 735 32A,1
320 E95 319 321,1
319 733 321 735 E90,1
32A 735 321 319 733 320,1
343 M1F,1
787 773,1
330 757 340,1
773 737,1
333 738 757,1
320 346,1
319 320 32A,1
736 73W 738,1
321 319 32A 320,1
733 32A 321,1
73W 788,1
735 321 319 733 320,1
733 319 32A 321 320,1
735 320 319 733 32A 321,1
32A 319 733 321 320,1
319 321 32A 735 320 733,1
E75 ER4 CR7 ERD,1
763 330 340,1
757 330 340,1
738 333 757,1
73H 73C,1
319 320 733 32A,1
738 736 73W,1
ER4 ERD CR7 E75,1
DH8 CR7,1
773 787,1
737 773,1
DH8 CR7 CR9,1
32A 319 320 321 733,1
CR7 E90 735,1
319 735 733 32A,1
321 32A 735 319 320 733,1
320 733 321 735 32A,1
E90 733 735 CR7 319 321 320 32A,1
733 319 321 735 E90,1
77W 320 346 332 345,1
320 346 332 345 77W,1
E75 E70 319,1
319 320 E75 CR9 E70,1
320 738 321 757,1
330 763 340,1
788 73W,1
DH8 738,1
763 73W,1
735 E90 CR7,1
319 735 733,1
319 735 320 32A,1
320 733 32A 319,1
32A 319 321 320,1
319 321 32A 320 733,1
32A 321 319 320,1
DH8 763,1
321 319 32A,1
E90 319 CRJ,1
ER4 CR7 E75 ERD,1
ERD E75 ER4 CR7,1
735 319 733 32A,1
319 320 CRJ E90,1
DH8 319 CR7,1
319 737 321 757 320 E90,1
319 CR7 DH8,1
735 CR7,1
738 332 E75 73H 77W 772 E90 73G,1
332 77W 772 773,1
738 332 E75 73H 77W 772 E90,1
77W 332 77L,1
772 73H 77W 773,1
772 332 77W 73H 773,1
773 772 73H 77W,1
738 M88 73H,1
757 M88 738 M90,1
CR7 320 717,1
M90 717  M88 319,1
73H 320 738,1
320 73H 738,1
738 ERJ,1
32A 319 321 320 733,1
M1F,1
319 320 32A 321 733,1
E90 CR7 735,1
320 32A 321,1
73G 320 ERJ 738 CR7,1
319 321 320 32A,1
319 320 321 E95,1
77W 772 73H 332 773,1
100 319 F70 320 DH4,1
E90 735 CR7,1
321 319 735 733,1
100 AR1 319,1
319 100 F70 320 DH4,1
733 319 735 320 32A,1
32A 320 319 321,1
32A 320 733 319,1
320 319 E95 321,1
319 32A 321 320,1
319 E95 320 321,1
320 321 319 E95,1
E95 319 321 320,1
CR7 738 ERJ,1
CR9 CRJ E70,1
757 M88 320,1
320 738 73H 319,1
320 319 757 738,1
739 757 320 738,1
320 757 73H 738,1
738 757 73H 752,1
320 738 757 73H 319,1
757 73H 738,1
73H 738 320,1
73H 320 319 738,1
757 763 738 ,1
757 73H 753 ,1
777 76W,1
M90 753 320 757 738,1
E90 321 757 319 737 320,1
AR1 100 319,1
32A 321 320 319,1
E75 ER4,1
757 738 320 739,1
763 73H 753 738 757,1
753 738 757,1
739 76W 757 763,1
73H ,1
E75 CRJ ERJ,1
320 319 CR7 738,1
CR9 CRJ E75,1
73H M88 738 ,1
M88 ERJ 320 CR7,1
M88 320  717,1
757 320 73H 319,1
738 M90 320 757 319,1
AT4 AT7 DH3,1
320 738 73H 757 739,1
320 E70 319,1
73W 320 ,1
M88 M90 319 73H 320,1
M88 M90 757 320 738 73H,1
E70 CRJ CR9,1
319 757,1
320 757 319 738,1
320 753 M90 757 738,1
738 739 757 753 763,1
CR9 E75 E70,1
CRJ CR9 E75,1
M90 320 757 319,1
M90 M88 320 319,1
CR9 CRJ E75 E70,1
744 737,1
ERD ER4 CR7 E75,1
333 343 32A,1
319 321 320 CRJ,1
AR1 320 319 321 32A,1
735 CR7 E90,1
M88 319 320 738,1
738 763 753 757 739 320,1
M90 757 320 738,1
M90 320 ERJ M88,1
320 319 M88,1
757 M90 M88 753 320 738 73H 319,1
M88 M90 319 738 320,1
CRJ CR9 ERJ,1
CRJ ERJ CR7 CR9,1
320 M90 M88 319,1
757 738 73H 320 319 M88,1
320 757 739 M88 M90,1
E75 CRJ CR9 E70,1
M90 320 M88 319,1
M88 717 M90 320 319,1
320 M88 738,1
M88 73H 738 319,1
M88 757 M90 73H ,1
738 787 757,1
ERJ CRJ CR9,1
CR7 CR9 E75,1
319 320 717,1
M88 738 319 320,1
73H 752 M88 738,1
757 76W  739 M88 753 763,1
ERJ M88,1
E75 E90 319 CRJ E70,1
320 767 321 319,1
M88 320 738,1
E70 E75 CR7 ERJ,1
757 73H 320 739,1
757 753 739 763 738,1
738 757 739 73H,1
76W 757 753,1
739 763 753,1
757 M90 738 739,1
757 320 739 738,1
739 757 738 753,1
73G 738 739 763,1
73G 739 738 763,1
32A 319 321 320 AR1,1
343 32A 333,1
321 319 320 CRJ,1
319 320 AR1 321 32A,1
757 73H 738 739 752,1
CRJ ERJ CR9,1
ERJ CR9,1
CR9 752 ERJ,1
ERJ CRJ 752,1
CR9 319 M88,1
73H M88 738 319,1
738 757 787,1
752 73H M88 738,1
CRK AT7 ER4 CRJ CR7,1
787 777 332,1
343 320,1
330 772,1
DHT AT7 AT5,1
DHT AT5 AT7,1
319 320 M88,1
752 757 319 738 M88 ,1
M90 320 319,1
320 M88 ERJ,1
M88 320  M90,1
CR7 E70 E75 CR9,1
E75 E70 CR9,1
753 76W 757,1
320 ERJ M88 717,1
M88 757 739 738,1
330 738 333,1
340 738 320,1
738 330 340 333 320,1
333 738 330 321,1
E70 738,1
320 343 332,1
M88 738 73H,1
733 737 321,1
333 737 733,1
733 320 319,1
E90 320 73G,1
319 738 320 321,1
320 733 319,1
320 321 346,1
733 738 320 737,1
738 321 333 AB6,1
333 330 738,1
738 340 320,1
738 333 330 340 320,1
738 333 330 321,1
73H 738 757,1
M88 CR9 73H 319,1
CR9 752 CR7,1
752 73G 320,1
E90 73G 320,1
320 73G 752,1
737 733 321,1
737 320 738 321,1
333 AB6 738 321,1
738 320 332,1
738 321 737 332,1
321 332 320 333,1
320 346 321,1
320 333 332,1
333 321 320 332,1
737 333 733,1
321 333 332,1
733 737 320,1
737 733 321 319 320,1
YN2 BNI DHT,1
YN2 DHT BNI,1
M88 738 757 M90,1
739 763 738,1
753 757 739,1
319 73H 738,1
CR7 M88 320 ERJ,1
M88 319 73H ERJ M90 320,1
717 M90,1
777 77L,1
M90 M88 320 753 757 73H 777 319 738,1
320 717 M90 M88,1
763 757 739 753,1
320 737 733,1
738 737 321 332,1
738 320 737 733,1
738 M88 319 M90,1
CRJ ERJ CR9 CR7,1
76W 343 764 333,1
M88 320 ERJ,1
73H 738 320 757 M90 319,1
320 738 M88,1
M88 73H 757 320 738 739 M90 753,1
777 333 332 76W,1
319 E75 M88 320,1
M90 320 738 757,1
M90 M88 319 738 320,1
AT7 ER4 CRJ CR7,1
ER4 AT7 CRJ,1
AT7 ER4 CRJ,1
777 763 747,1
787 767 737 738,1
788 77W 744,1
737 773 772 787 767 320,1
777 747 763,1
767 737 787 738,1
772 767 320,1
735 767 738,1
735 767 737,1
773 772 767 787 738,1
DH8 DH2,1
788 744 77W,1
320 772,1
772 773 787 320 767 737,1
ERJ M88 717 320,1
757 M88 739 738,1
717 320,1
320 M90 738 757,1
738 321 757 320,1
767 321 757 320 332,1
DH3 E90 319,1
M83 319 320 738 M80 E90 757,1
CRJ DH3 319 E90,1
757 321 E90 737 767 332 319 320,1
DH3 319 E90,1
DH3 E90,1
738 M88 M90 73H,1
738 773 772,1
767 787 320,1
320 787 767,1
767 737 772,1
320 772 773 787 767,1
320 737 738,1
767 772 787 773 738,1
737 DH8 735 320,1
767 320 787,1
767 737 735 772,1
320 772 737 767,1
DH8 737 320 767,1
320 767 735,1
320 DH8 735,1
772 767 787 773 320,1
767 735 737,1
772 320,1
333 321 738 772 74E,1
77L 74E 763 772 321,1
767 738 737 320,1
320 767 738,1
319 738 M88,1
767 757 320,1
737 767 738 320,1
738 320 767,1
777 788 763,1
320 ERJ 319,1
737 735 767 772,1
767 773,1
772 773 738,1
767 738 735,1
320 767 737,1
788 763 777,1
321 333 738 772 74E,1
738 737 735,1
320 737 767,1
767 DH8 737 320,1
735 767 320,1
320 DH8 738 735,1
ERJ CR9 CRJ,1
738 M88 320  319,1
E70 CRJ CR9 ERJ,1
ERJ E75 CRJ,1
M90 320 M88,1
717  M88,1
333 76W 764,1
320 M88 M90 319,1
320 M88 M90 ERJ,1
M88 757 M90 73W  320 717,1
738 319 757 M90 320,1
752 CR7 M88,1
319 320 73H 738 757 M88,1
320 763 772 773,1
772 773 320 763,1
AT7 CR9,1
763 757 320,1
757 753 73H ,1
739 757 763,1
76W 763 739 757 738,1
M88 M90 73H,1
M88 M90 739 320 738 752,1
738 M88 ,1
757 320 M88 M90 73H,1
757 319 320 717 M88 M90,1
757 320 M90 73H 739 738,1
762 733,1
733 762,1
DH3 AT7 BEH,1
320 773,1
320 733 DH3,1
773 772 320 763,1
320 73W,1
M88 M90 757 320 73H ,1
757 763 739 753,1
73H 739 757 753 738,1
319 752 738 M88 73H ,1
M88 320 M90  319,1
M88 320 319 717,1
717 M88 320 319,1
320 M88 73H M90 757 739,1
M88 319 738,1
M90 M88 757 320 738 ,1
319 320 F70,1
100 F70 DH4,1
DH4 F70 319 100 320,1
CR9 E75 CRJ E70,1
73W M88 757 320,1
M88 M90 757 320 73W,1
M90 757 320 738 M88  319,1
M88 738 319 320 73H 717,1
M88 73W 320,1
M90 M88 ,1
333 332 76W,1
777 333 76W 332,1
100 320 DH4 F70 321,1
E95 320 319 100 CR9 F70,1
F70 100 320 319 321,1
DH4 D38,1
E90 F70 100 73G 735,1
F70 100 DH4 320,1
319 320 321 CRJ,1
319 100 F70 320,1
320 321 318,1
D38 DH4,1
F70 100 E90 73G 735,1
100 DH4 320 F70,1
320 319 321 CRJ,1
321 320 318,1
320 319 F70,1
F70 319 DH4 100 320,1
100 319 320,1
319 F70 100 320,1
319 100 F70 320 DH4 CRJ,1
319 100 320 321 F70,1
F70 320 100,1
100 320 319,1
M88 738 320  319,1
717 M88 ,1
319 320 M88 73W 717,1
763 321 320,1
744 321 320 333 763,1
320 321 763 333,1
321 320 763 333,1
DH4 319 320,1
319 DH4 320,1
319 EM2 320,1
320 DH4 319,1
32A 320 319 321 AR1,1
E95 F70 100 DH4 E75,1
F70 E95 100 DH4 E75,1
100 319 F70 320 DH4 CRJ,1
100 320 321 319 F70,1
320 DH4 F70 100 321,1
320 E95 319 100 CR9 F70,1
100 F70 320 319 321,1
763 333,1
744 333 763,1
738 E90 319 73G 320,1
738 320 E90 73G 752,1
320 733 321,1
738 733 320,1
738 E90 320 752 73G,1
73G 777 321 330 752 738,1
73G 319 320,1
738 777 752 73G,1
737 738 320,1
738 73W 739 73H,1
738 73W 73H 739,1
333 321 772 74E,1
77L 74E 772 763 321,1
320 333 321 744 763,1
J32 AT4 PL2,1
320 738 321 319,1
320 733 738,1
73G 752,1
333 767 321,1
737 738 320 321,1
333 321 AB6 738 77W 777 772 330 320,1
321 777 73G 330 752 738,1
333 321 767,1
321 737 333,1
330 380 332 333 321 787,1
738 73G 319 320,1
320 321 332 738,1
J32 AT4,1
333 744 763,1
321 333 772 74E,1
320 73G 733 737,1
319 752 320,1
737 320 321,1
737 321 320 319,1
333 321 737,1
737 73G 733,1
737 320 738 319,1
320 738 321 E90 772 319,1
319 73G 320,1
320 738 733,1
738 321 332,1
73H 310 737 320,1
ATR 73H 320 737 310,1
320 777 73H 310 737,1
310 320 ATR 777 73H,1
777 320 310 73H,1
73N 734,1
73R 738 735,1
735 734 73G,1
738 73J 73N,1
73N ER4 735,1
734 738 E90,1
734 73N,1
330 321 773,1
321 330 773,1
ATR 310,1
320 73H 310 737,1
ATR 73H 737,1
737 ATR 320 73H 310,1
737 ATR 320,1
320 310 73H 777 737,1
310 777,1
735 736 E90,1
73H E90 735 73N,1
330 763,1
744 380,1
757 767 320,1
CRJ ERD,1
321 320 737 319 E90,1
319 737 321 320,1
M80 M83 319 738 321 320,1
321 320 733,1
734 735 73N,1
735 738 73R,1
734 73G 735,1
73J 738 73N,1
ER4 73N 735,1
738 734 E90,1
733 73G 738,1
73G 733 737,1
738 320 733,1
73G 738 733,1
738 320 E90 319 73G,1
73G 738 777 752,1
738 321 320 319,1
77W 738 777 321 772 333 330 AB6 320,1
ER4 AT5 AT7,1
BEH D38,1
BEH D38 DH3,1
CRJ CR9 ,1
E90 734 735 73N,1
73N 320 735,1
73G 735 E90,1
735 73R 73G 734,1
320 738 763,1
738 320 763,1
773 744 333 77W 772 343 320 321,1
333 772 773 77W,1
77W 333 343,1
320 321 333 772 77W 773 343,1
320 333 77W 321 343,1
100 DH8,1
320 73N 735,1
735 73G E90,1
73R 735 73G 734,1
73G 73N,1
738 735,1
E90 735 736,1
73N 73H E90 735,1
AT5 ER4 AT7,1
763 73H 332,1
77W 73H,1
DH8 DH4 DH3,1
73H 763 333,1
332 333 73H 763,1
763 332 333 73H,1
73H 763 332,1
73H 77W,1
333 73H 744 763,1
388 73H,1
73H 388,1
333 380 321 787 330 332,1
332 320 738 321,1
319 738 320 737,1
321 320 772 319 E90 738,1
320 321 733,1
77W 788,1
77X,1
E75 320 321 73J 332 788 73G 77L,1
332 333 77W 788 346 77L,1
332 333 77W,1
332 333 77L,1
320 788 321 77W 77L 332 333,1
320 E75 321 73J 332 788 73G 77L,1
333 788 77W 346 332 77L,1
333 77W 332,1
332 77W 333 77L,1
333 77L 332,1
788 321 320 77W 77L 332 333,1
77W 321 320,1
77W 332 333,1
DH8 DH3 DH4,1
319 A58 T20,1
73G 320 319,1
773 77W 744 772 333 343,1
744 333 77W 343 772,1
772 333 738 343 773,1
333 773 77W,1
333 773 744 77W 343 772,1
333 77W 744 772 773 343 320 321,1
772 77W 333 773 343,1
321 77W 333 343,1
333 77W 321 320 773 772 343,1
333 77W 321 320 343,1
773 744 77W 772 333 343,1
77W 343 744 333 772,1
333 772 738 343 773,1
333 744 773 77W 343 772,1
332 738 320,1
343 744 333,1
321 738 333,1
777 333 772 738 330 321,1
318 319 73G 320,1
738 333 744 343,1
738 744 333 343,1
738 333 343,1
757 73H 76W,1
333 744 343,1
333 738 744 343,1
320 738 319 321 DH4,1
333 343 773,1
333 773 343,1
A58 319 T20,1
A58 IL9,1
340 320 319 321 330,1
738 333 321,1
772 738 333 330 777 321,1
320 773 744 738 333 330,1
320 321 744 333 772,1
321 330 320 738,1
321 330 777 333 320 738,1
330 737 738 321 773,1
330 738 321 320,1
321 777 772 738 773 744 333,1
73W 32S,1
737 747,1
AT5 AT7 318,1
320 E95,1
738 32A 321,1
320 319 DH4 738,1
737 738 321,1
73W 717 736 73H,1
319 340 320 321 330,1
321 333 330 320 777 738,1
738 773 330 737 321,1
738 330 321 320,1
333 773 321 777 772 738 744,1
320 738 73G 319 DH4,1
321 319 100 320,1
ER4 319 100 320,1
738 73H 739,1
320 M87,1
318 733 AT7 AT5,1
733 AT5 318 AT7,1
733 73G,1
330 744 773 738 333 320,1
321 333 77W M90 332 74E,1
738 319 320 73G,1
738 321 E90 320 319,1
738 319 320 73G 321 DH4,1
320 L4T,1
738 320 343 319 733 346 332 342,1
735 319,1
319 735,1
320 ER4 100 319,1
320 313,1
319 320 100 321,1
ER4 319 100,1
ERJ 320,1
ERJ 319 73G,1
772 321 744 333 320,1
321 320 330 738,1
738 321 320 319 73G,1
738 320 319 321 DH4,1
32A 738 321,1
DH4 735 73C,1
320 738 332 319,1
313 D1C 772,1
S20 SF3,1
319 320 733 738,1
320 342 319 738 332,1
319 733 320 738,1
320 738 319 733,1
738 343 320 319 733 346 332 342,1
738 319 320 733,1
332 345 333,1
333 345 346,1
77W 321 M90 333 332 74E,1
319 767 321 320,1
321 767 744,1
E70 S20,1
738 734 733,1
319 321 320 767,1
321 767 320 319,1
321 738 320 319 73G,1
319 DH4 73G,1
738 73G 319 320 DH4,1
738 73G 736 73W 73H,1
320 319 CR2 CR9 321,1
733 738 735,1
734 735 733,1
735 738 733,1
735 734 733,1
319 320 342 738 332,1
CRJ F28 DH8,1
738 319 73G 320 321 DH4,1
321 738 73G 320 319,1
738 320 73G 321 DH4 319,1
321 332 738 320,1
738 320 332 319,1
332 321 738 320,1
767 321 744,1
734 738 733,1
738 ERD,1
73H 73W 736 73G,1
73W 73G 73H 736 717,1
73W 320 73H 321 319 73G 736 717,1
DHT SF3,1
E75 CR7 74N,1
777 321,1
320 319 73W 73H 321 73G 736 717,1
320 CR2 319 CR9 321,1
738 73G 736 73H 73W,1
73G 73W 73H 736 738,1
320 319 CR9 321 717 73G 73W 738 736,1
S20 AT7,1
736 AT7 73W S20 73H 717,1
736 S20 717 73W AT7 73H,1
736 73H 73W 738 73G 717,1
736 73W 73H 73G,1
717 73W 736 73H 73G AT7,1
320 767 319 321,1
S20 E70,1
738 74E,1
CRJ F28,1
F28 DC9 CRJ,1
73W 73G 738 736 73H,1
318 733 AT7,1
32S E75 319 320,1
319 320 32S,1
752 M90 M88,1
E75 319 E90,1
319 321 E75 32S 320,1
M88 M90 738,1
733 318 310 AT7 AT5,1
E75 32S 319,1
717 CR7,1
CR9 319 321 320 736 738 73G,1
320 321 73H 73G 738 319 73W 736,1
321 320 CR9,1
319 320 321 CR9,1
319 320 CR9 321 717 73G 73W 738 736,1
73H 73G 321 320 738 319 73W 736,1
73G 738 736 73H 73W,1
73H 736 73W 73G 738,1
73W 738 736 73H 73G 717,1
736 73W 73G 73H 738,1
73G 736 73W 73H,1
73G 73H 736 73W,1
73H 736 717 73W 73G AT7,1
738 73G 73H 736 73W,1
320 321 CR9,1
736 738 73W 73H 73G,1
736 738 73G 73W 73H,1
736 73G 73H 738 73W,1
321 319 320 CR9,1
73W 73H 73G 736 717,1
735 319 733,1
73W 736 738,1
736 73H,1
738 736 73W 73G 73H,1
733 735 319,1
321 320 CR9 319 736 738 73G,1
736 73H 73W 73G 717,1
73W 736 AT7 S20 73H 717,1
73H S20 736 717 73W AT7,1
738 736 73H 73G 73W,1
73G 73H 736 73W 738,1
736 73W 73G 738 73H,1
73H 736 73G 73W,1
73G 738 73H 736 73W,1
738 73W 73G 736 73H,1
