equipment,count
73G 736 73H 738 73W,1
73G 738 73W 736 73H,1
CRJ 319 E70,1
319 738 321 320 73G,1
319 738 320 73G,1
321 738 E90 320 319,1
738 319 321 320 73G,1
320 738 73G 321 DH4 319,1
757 76W M88,1
E75 32S,1
E75 319,1
E90 32S 320 319 E75 321,1
319 320 E75 E90,1
AR1 DH4,1
DH4 AR1,1
73W 738 736 73G 73H,1
73H 736 738,1
73H 738 73G 736 73W,1
32S 320 321,1
77W 346 320,1
752 319 M88 738,1
737 E90 F70 EMJ,1
319 32S E75 320 E90,1
32S 319 E75 320,1
32S 319 321,1
32S 321 320 319,1
E75 32S 320 321 319,1
772 388 77W,1
388 772 77W,1
773 333 772 77W,1
77W 772 388,1
32A 733 735,1
E90 735 733 CR7 319 321 320 32A,1
319 320 CR7 738,1
32S 319 320 E90,1
320 318 319 321,1
321 320 319 32S,1
319 321 320 733 738,1
737 SU9,1
319 320 SU9,1
319 320 SU9 321,1
320 321 733 738 319,1
772 77W 773 333,1
32S 319 E75 320 E90 321,1
CRA 738 320 739,1
CR7 320 73G 738 E70 ERJ 319,1
ERJ CR7 738 E70 739,1
319 E70 320 738,1
CRJ 738 320 739,1
E75 319 32S 320 E90,1
333 777 773 321 320 772 744 74E,1
773 74E,1
333 74E,1
E70 321 320 333 772 777 74E 744,1
E70 321,1
320 772 321 333 E70 777 74E 744,1
SU9 737,1
320 319 SU9 321,1
SU9 320 319,1
319 320 32S E90,1
319 32S 320 321,1
32S 321 319 320,1
319 32S 321 320,1
320 32S 319 321,1
M88 73H M90 757,1
319 320 E75 32S E90,1
M90 757 319,1
788 333,1
M88 757 M90 717,1
319 32S 321 E75 320,1
E90 319 E75 32S,1
32S 320 319 321,1
346 332 77W,1
319 717,1
M88 320 739,1
757 717 M88,1
CR9 717 319,1
73H M88 320 738,1
CNA D28,1
D28 CNA,1
E70 321 320 772 773 74E,1
E70 321 320 772,1
330 744 777 747,1
320 744,1
320 717 CR9,1
AB6 747 734 320 333 773 777,1
767 763 744,1
773 330,1
380 330,1
744 333 AB6 773 747 320 330,1
744 777 330 747,1
744 320,1
320 747 AB6 734 333 773 777,1
332 321 752 763,1
332 321 763,1
E70 321 320 772 74E 773,1
321 320 333 772 773 777 744 E70 74E,1
M88 738 73W,1
AT7 ATR E70 E90,1
DH4 DH1,1
DH4 CRJ DH3,1
CR7 CRJ 319 E70,1
CRJ DH1,1
CR7 737,1
319 320 739 737 738,1
320 CR7 ERJ 319,1
320 CR7 319 ERJ,1
319 738 73G 320 ERJ,1
320 E70 319 CR7,1
738 ERJ 320 319,1
320 738 ERJ,1
763 744 777,1
E70 AT7 ATR E90,1
333 744 330 AB6 773 747 320,1
CRJ DH4,1
DH4 DH1 DH3,1
320 319 E90 763 E75,1
CRA DH4 CRJ,1
E90 320 763 319,1
320 E90 319 E75,1
CRJ CRA,1
DH1 CRJ,1
E90 320 321 319,1
E90 ATR 320 319,1
320 332 321 738 330,1
738 321 319 320 739,1
319 738 320 321 73W 739,1
PL2 CNC,1
736 738 73G,1
330 380,1
320 E90 321 319,1
320 ATR E90 319,1
321 E90 319 320,1
319 73G 330 320,1
319 318 AT7 320,1
319 321 E90 320,1
318 320 319 AT7 330,1
319 330 73G 320,1
330 320 737,1
333 77L,1
73G 73W 738,1
738 320 739 330 321 319 343,1
73W 738 73G,1
332 343 77W 321,1
738 330 321 332 343,1
320 330 321 332 77W 738,1
739 734 73J,1
CRJ 717 CR9 CR7,1
73H 739 734 73J,1
73H 734 73G,1
73H 734 73G 73J 739,1
77W 321,1
332 321 343,1
321 738 332 739 343,1
738 320 330 739 321 319 343,1
77W 321 343 332 330,1
330 321 332 738 343,1
330 321 320 332 77W 738,1
332 321 738 320 330,1
738 319 321 320 739,1
319 320 738 321 73W 739,1
332 321 738 739,1
73J 734 73G 73H 739,1
E90 EM2 DH4 ER4,1
EM2 E90 DH4 ER4,1
738 321 330 320,1
73W 320 321 319 738,1
738 321 320 330 332 739 319,1
33X,1
320 738 319 321,1
320 321 739,1
321 332 343,1
321 738 330 320,1
320 321 319 738 73W,1
321 738 320 330 332 739 319,1
738 319 320 321,1
321 739 320,1
320 319 AT7 318 330,1
76W 788,1
75W 76W 73H,1
734 73H 73G,1
DH4 CRJ CRA,1
DH3 CRJ DH4,1
737 CR7 738 320,1
738 CRA 320 739,1
CRJ 738 737 CR7,1
320 319 77L 321 77W 763,1
320 319 738 737,1
320 319 CR7 737 739,1
321 320 319 333 763 E75,1
321 320 333 319,1
DH3 DH1 DH4,1
320 E90 E75 319,1
734 73H 73J 739,1
73H 73G 734,1
73J 739 73G 734 73H,1
73H 739 73G 73J,1
73Q 734 73H,1
73G 73J 739 73H,1
73G 73H 739,1
73J 73H 734 739 73Q 73G,1
73J 73H 73G 734 739,1
73J 73H 734 73G,1
73H 734 73J,1
73H 73J 73G 734,1
PAG CNC,1
73M AT7,1
321 319 320 100 332,1
319 100 ER4,1
ER4 320 319 100,1
73G 738 319 320 739 753 752,1
320 319 738 739,1
739 320 752,1
320 319 73G 738 739,1
ERJ CR7 CRJ E70,1
DH4 ERJ DH2,1
CR7 DH4 CRJ E70,1
319 ER4 320 100,1
100 319 ER4,1
100 ER4 319 320,1
321 319 320 100,1
319 320 100 321 332,1
100 319 ER4 BEH,1
320 ER4 319 100,1
73G 734 73J 73H,1
739 73J 73H,1
DH4 CR7 DH2 ERJ CRJ,1
DH3 DH4 ERJ DH2,1
73G 73H 734 73J 739,1
734 73J,1
734 73H 73G 739 73J,1
73H 734 73J 73G,1
73G 73H 734,1
734 739 73J,1
73H 734 739 73J 73G,1
73G 739,1
73G 73H 739 73J,1
DH4 CRJ ER4 CR7,1
752 753 739 738 73G,1
739 752 738 73G 319 320 753,1
739 738 320 73G 319,1
320 319 739 738 752 73G,1
73J 73H 73G 739,1
739 73G 73H,1
M90 M88 739 320 738,1
738 320 73G 739,1
DH4 ERJ,1
738 739 320 319,1
DH3 ERJ E70,1
73G 319 320 739,1
DH2 ER4 DH3 ERJ,1
DH2 ERJ E70,1
CR7 ER4 CRJ ERJ E70,1
738 739 319,1
73G 738 320 739 319,1
320 73G 739 319 738,1
DH3 ERJ DH2,1
ERJ DH3,1
73H 73J 734 73Q 739 73G,1
73H 73G 734 739,1
32S E75,1
32S 320 E75,1
321 320 77W 763 77L 319 333,1
ER4 CR7 ERJ CRJ,1
DH2 ER4 DH3 CRJ ERJ,1
CR7 ER4 ERJ CRJ,1
CRJ CR7 ER4 ERJ,1
CR7 CRJ DH4 ERJ,1
E70 DH4 ERJ CR7 CRJ,1
739 738 319,1
734 73Q 73H,1
717 CR9 CRJ M88,1
M88 717 CR7 CRJ,1
M88 73H CR9 CR7 320 738 319,1
752 319 738 739 320,1
739 752 738 319 320 73G,1
738  739,1
739 320 319 738 753 752,1
739 738 752 788 320 753 319 73G,1
320 752 319 739 738,1
738 752 319 739 320,1
ERJ DH4 CRJ CR7,1
739 752 738 320,1
319 320 738 739,1
738 739 752,1
DH4 E70 CRJ ERJ,1
738 319 73G 320 752,1
M88 717 CRJ,1
M88 CR9 73H 320 738 CR7 319,1
738 319 320 M88 73H 717,1
E90 YK2,1
YK2 E90,1
EMB SF3,1
ATR AT4 FRJ,1
FRJ ATR,1
738 73G 320 319 739,1
ERJ DH4 DH2,1
319 739,1
319 738 320 739,1
739 73G 738,1
CR7 E70 ERJ CRJ,1
73G 320 738 752,1
CR7 ERJ DH4 CRJ E70,1
319 752 738 73G,1
752 738 320 739 73G 319 753,1
320 738 752 739 319,1
738 319 73G 320 739,1
319 321 320 E90 333 763 E75,1
E90 319 320 763 E75,1
320 E90 319 763,1
321 320 319 E90,1
E90 320 319 321,1
737 EMJ ERJ E70,1
737 787 762 777,1
ERJ E70 EMJ E75,1
ERJ E70 E75 EMJ,1
717 M90 M88,1
EMJ 738 737,1
M88 M90 739,1
ERJ 738 737 EMJ,1
DH4 ERJ DH3 DH2,1
AT7 73M,1
739 320 738 73G 319,1
E75 ERJ DH4 CRA,1
739 73G 738 320 752,1
739 319 738 752 73G,1
739 320 319 738,1
739 73G,1
ERJ DH2,1
739 320 319,1
738 319 739 320 752,1
73G 320 738 752 319 739 763,1
738 320 752 739 73G,1
739 738 319 752 753,1
739 753 320 738 752,1
739 738 320 752 73G 753 319,1
738 320 73G 319 739,1
320 752 739 738 319,1
753 320 319 752 739 738,1
320 738 763 739 73G,1
ER4 ERJ CR7,1
DH4 DH2 ERJ E70,1
739 752 319 738 320 753,1
DH4 ERJ CR7 ER4 E70,1
DH4 ERJ DH2 E70 CRJ CR7 ER4,1
CRJ DH4 CR7 ERJ ER4,1
320 752 73G 739 738,1
CR7 CRJ ERJ E70,1
764 777 738 753 739,1
738 753 777 739,1
CRJ ERJ CR7 ER4,1
ERJ CRJ ER4,1
752 739,1
73G 738 739 319 320,1
DH2 ERJ CRJ,1
737 EMJ ERJ,1
EMJ 737 ERJ E70,1
E75 AT7,1
737 787 777 762,1
E70 EMJ ERJ E75,1
E70 ERJ E75 EMJ,1
EMJ 738 737 ERJ,1
738 ERJ 737 EMJ,1
737 738 EMJ ERJ,1
762 738 763,1
763 762 777,1
E70 ERJ DH4 CR7,1
752 739 738 73G,1
CRJ ERJ ER4 CR7 DH4,1
319 320 752 753 739 738,1
320 738 73G 319,1
752 739 738 753 320 319,1
320 739 73G 738 319 752,1
738 763 739 320 319,1
739 320 73G 738 752,1
739 73G 738 320 752 319,1
319 320 73G,1
320 752 788 738 739 753 319,1
73G 739 320 738 319,1
739 738 320 752 73G 319,1
319 73G 738 739 320,1
CRJ ERJ E70,1
ERJ CRJ CR7 DH4,1
CRJ DH4 ERJ ER4 DH2,1
752 320 753 738 739 319,1
739 752 320,1
320 752 739,1
738 739 753 752 320,1
320 752 319 738 739,1
ERJ E70 CR7 CRJ,1
E70 DH3 ERJ,1
CRA ERJ CR7,1
320 319 739,1
319 739 738 320 788 73G 752,1
E70 ERJ CRJ,1
738 319 73G 739 320,1
320 738 739 319 73G,1
73G 319 739 738 320,1
752 739 73G 319 738 320 753,1
320 73G 738 319,1
319 738 73G 320 739,1
739 738 320 73G 753,1
752 753 320 739,1
739 738 320 752 319 753,1
762 737 738 EMJ 763 787,1
E70 EMJ ERJ,1
73H 73W 738 EMJ,1
EMJ ERJ E75 E70,1
ERJ 737 EMJ E70 E75,1
757 753 763,1
763 738 762,1
763 787,1
M88 757 738,1
752 319 757 738,1
777 763 762,1
73G 738 739 320 752 319,1
752 738 319 320 739,1
738 319 739 320 73G,1
752 738 739,1
ERJ CR7 E70 CRJ,1
DH4 73G 738,1
ERJ DH4,1
319 320 738 73G 752,1
739 752 753 319 320 738,1
319 738 320 752,1
EM2 CR7 CRJ,1
739 738 752 320 319 753,1
739 319 738 320 752,1
739 320 738 319 752 753,1
753 320 752 739 738,1
777 738 753 739,1
738 319 752 739 320 753,1
752 739 738 320 753 319,1
738 320 319 739,1
ERJ CR7 CRJ ER4,1
738 752 320 739,1
319 320 73G 763 752 739 738,1
752 738 320 739 73G 753 319,1
320 319 738 73G 752,1
CR7 ERJ ER4 CRJ,1
ER4 CRJ CR7 ERJ E70,1
738 739 320,1
320 752 739 738 73G 319,1
E70 ERJ ER4 CR7,1
319 738 73G 320,1
739 319 738 73G,1
753 752 738 739,1
73G 738 320 752 739,1
738 739 320 752,1
752 738 739 320,1
73H 757 739,1
738 M90 M88 73H,1
738 737 762 EMJ 763 787,1
M88 757 73W 320,1
757 M90 M88 320,1
EMJ E70 ERJ,1
M90 717 319 M88,1
739 763 757 738,1
M88 738 M90 739 320,1
757 M88 M90 73H,1
738 320 319 752 73G,1
738 753 320 739 752 319,1
738 752 320 319 73G 739 753,1
ERJ CRJ CR7 E70,1
739 738 752 320 73G 319,1
777 320 752 739 73G 753 319,1
73G 739 738 319 320 752,1
CR7 ERJ CRJ ER4,1
ER4 CRJ ERJ DH4 CR7,1
319 320 739 73G 738,1
CR7 E75 ERJ E70 CRJ,1
739 73G 320 738,1
CR7 ERJ ER4,1
73G 752 319,1
752 739 320 738 753 319 777,1
320 752 738 739,1
73G 320 738 739 319,1
320 738 739 752 73G,1
CRJ ER4 ERJ CR7,1
E70 ER4 ERJ CR7,1
ER4 CRJ ERJ,1
739 752 73G 320 738,1
320 73G 738 739,1
739 752 320 738,1
ER4 DH2 CR7 CRJ,1
DH2 ERJ DH3,1
ERJ ER4 CR7,1
DH4 ERJ CR7,1
319 739 738 320 752,1
738 320 739 319 73G,1
738 752 739 320,1
739 738 319 752,1
320 738 739 752 73G 319,1
320 73G 738 739 319,1
738 319 739 752 320,1
320 319 752 738 739,1
739 319 738,1
739 738 752 320 73G,1
752 738 739 320 319,1
319 739 753 738 320 752 788 73G,1
753 752 738 739 320 319,1
777 764 738 753 739,1
320 739 752 319 738 73G,1
319 738 739,1
752 739 738 320 319,1
752 753 738 739 319 320,1
319 739 320 738 752,1
738 320 739 752 319,1
739 320 738 319 752,1
739 319 738 320,1
738 320 739 752 753 319,1
ERJ E70 CRJ,1
319 739 738 73G 320,1
739 738 320 319,1
738 739 73G 752 320,1
ERJ CRJ DH4 ER4 CR7 DH2,1
DH2 DH3 ERJ,1
ER4 ERJ CR7 E70,1
320 738 73G 752,1
739 319 320,1
CR7 CRJ ERJ DH4 E70,1
739 753,1
752 319 738 73G,1
319 738 739 320 752 753,1
738 320 319 739 73G,1
319 738 739 752,1
319 739 320 752 738,1
738 739 752 320 753 319 777 73G,1
752 738 739 753,1
319 320 752 738 753 739,1
E95 AT4,1
E95 E90 AT7,1
AT4 E95,1
E90 E95 AT7,1
320 757 M90 739,1
73W 738 73H EMJ,1
757 M88 739 73H 320 73W,1
738 319 73H,1
CR7 CRA ERJ,1
CRJ ERJ CR7 DH4,1
E75 ERJ DH4 CRA E90,1
319 320 73G 739,1
320 319 73G 739,1
ERJ CR7 E75 E70 CRJ,1
739 320 73G,1
73G 320 739 738,1
E75 EMJ ERJ E70,1
737 ERJ E70 EMJ E75,1
321 320 332 319,1
321 320 319 77W,1
332 321 320 319,1
320 321 319 77W,1
788 321 77W 319,1
788 320,1
CR7 319 320,1
788 321 320,1
738 ER4,1
738 ERD ER4,1
763 T20,1
T20 763,1
735 734 763,1
AT7 E95 E90,1
319 ERD ER4,1
E75 CR9 CR7 E70 CRJ,1
320 734 319 321 E90,1
319 734 320 321,1
762 E90 319 320 332 752 321 734,1
319 320 ,1
321 762 752 319,1
734 319 321 320,1
M80 321 319 M83 320 734 752,1
CR7 319 CRJ,1
319 734 321 752 320 E90,1
DH3 CR9 CR7 CRJ DH8,1
E90 321 752 319 734 320,1
757 330 763,1
M90 757 320 M88,1
M90 757 738 M88 320 319,1
321 738 M80 319 320 M83,1
738 320 319 M83 M80 E90 752,1
319 332,1
321 319 77W 788,1
320 788,1
321 788 320,1
736 330 738,1
767 736,1
736 ATR 738 767,1
ATR 736,1
738 ATR 767 736,1
736 330,1
ATR 736 738 767,1
ER4 M80 M83,1
321 319 M80 M83 320 734 752,1
319 CRJ 320,1
ER4 320 319,1
M80 M83 ER4,1
738 320 E90,1
320 738 321 752,1
777 763 757,1
763 757 330,1
ERD 738 ER4,1
321 762 752 320 332,1
321 752 762 319,1
DH3 CRJ CR7,1
333 77W 788 332 77L,1
330 321 320 343 332,1
321 734 319 320,1
CRJ DH8 DH3,1
M83 M80 757 738,1
ERD M80 M83 319,1
DH8 CR9 CRJ,1
DH8 CRJ E70,1
330 736 738,1
ATR 736 738,1
738 ATR 736,1
CRJ CR9 CR7,1
772 777,1
CRJ 717 CR7 CR9,1
M90 717 M88,1
73H 753 757,1
738 321 752 320,1
762 321 752 320 332,1
M83 319 320 738 M80 E90 752,1
CRJ 319 E90,1
752 321 E90 734 762 332 319 320,1
DH8 E75 CRJ,1
M88 320 M90 319,1
73H 773 320,1
73H 772 773 320 763,1
332 738 333,1
734 321 319 320,1
CRJ E75 DH8,1
752 762 320,1
M80 ERD M83 319,1
320 738 E90,1
CRJ E70 DH8 E75,1
321 320 734 319 E90,1
319 734 321 320,1
M83 319 738 321 M80 320,1
752 320 319,1
762 752 320,1
DH8 CRJ E70 E75,1
M88 M90 757 320 73H,1
752 M88 M90 739,1
32A AT5 320,1
M88 CR9 717,1
M90 320 738 73H,1
319 CRK 321,1
319 321 CRK 320,1
CRK 319,1
77W 788 388,1
320 318 321 319,1
E90 73W 73H,1
717 CR9 319,1
320 319 318 32A 321,1
320 757 M88,1
CR7 320 CR9,1
ATR 320 319,1
757 319 320 M90 M88 717,1
757 753 738,1
M88 320 319 CR7,1
M90 757 320 738 M88 319,1
319 320 M88 738 73H 717,1
AT7 752,1
AT7 752 738,1
AT7 738 752,1
321 330 777 332,1
321 777 330 332,1
321 332 330,1
73H 332,1
320 73H 773,1
AT7 E90 73H 73W,1
73W 73H E90,1
73H 773 772 320 763,1
343 738 333,1
319 32A 318 321 320,1
321 319 CRK,1
320 318 319 32A,1
CR7 717 CR9 CRJ,1
M90 M88 320 739,1
76W 757 739,1
346 744 333,1
333 764,1
333 346 744,1
320 M88 319 CR7,1
717 73W M88 319,1
764 333,1
717 M90 757 M88,1
M88 739 320 738 M90,1
73H 757 739 738,1
320 319 717,1
321 320 318 32A 319,1
763 E90,1
763 757 76W,1
739 738 757,1
319 738 752,1
DH3 DH1 DH2,1
CRJ CNA,1
320 319 CRJ,1
738 CR9 73G,1
DHT ATR,1
CR7 CR9 M88,1
M90 717 M88 319,1
CRJ M88 717,1
32A 319 320 321,1
738 343 333,1
M88 CR7 319 717 CRJ,1
717 M88 319 320,1
AT5 32A 320,1
M88 73H 320 738 739,1
738 M90 M88,1
735 73C 73W,1
738 73W 73C 733,1
733 73W 735,1
738 73C 73W 733 73H,1
733 73H 73W 73C,1
735 73W 733 73C,1
73W  733 73C,1
 73W 733 73C,1
735 733 73W 73C,1
73W 73C 733 735,1
BE1 DHT,1
M88 319 738 73H 717 320,1
M88 73W 319,1
AT7 CRK,1
318 319 320 321,1
73H 73W 733,1
73W 73C  735,1
73C 73W 735 733,1
73W 733 735 73C,1
73W 73C 738 73H,1
73H 733 73W,1
733 73W 73C 738 73H,1
733 73H 73W 73C 738,1
73C 73W 738,1
717 M88 CR7 CRJ,1
763 332 330,1
321 320 32B E90 319,1
320 321 318 32A 319,1
318 320 319 321,1
318 320 319 32A 321,1
E90 321 320 32B 319,1
73H 73C 733 73W,1
733 73C 73H 73W,1
73W 735 733,1
73C 73W 733 735,1
735 733 73C 73W,1
733 73W 73H 73C 738,1
733 73H 73C 73W,1
320 M88 73W 717 319,1
77W 744 772 74Y,1
M88 CRJ 319 717,1
CR7 CRJ 319 CR9,1
M90 757 320 738 319,1
73W 738 73H 733,1
73W 733 73C 738,1
73C 73W 738 733,1
738 73W 73C 73H,1
73C 73H 73W 733,1
73W 733 738 73C 73H,1
738 73W 735 73C 733 73H,1
738 73C 73W 73H,1
73C 738 73W 73H,1
73C 735 73W,1
73W 73H 73C 733 738,1
73H 733 73W 73C,1
77W 388 772,1
388 788 77W,1
318 320 321 319,1
32A 319 318 321 320,1
CR9 717 CR7,1
73W CR7,1
M90 757 738,1
M88 M90 320,1
319 32A 320 321,1
CRJ M88 319 717,1
M88 M90 73W 717,1
CR9 CRJ CR7,1
73W 73C 738 733 73H,1
73W 73H 73C 738 733,1
73W 735 73C ,1
73W 73C ,1
733 73W 73C 735,1
735 73W 733,1
73H 73W ,1
73C 733 73W 73H,1
320 747,1
330 747 777 737,1
DH1 BEC,1
BEH DH1,1
736 73W DH4,1
DH4 73W 736,1
738 73W 73H 73C,1
73W 73H 738 73C,1
CRJ CR7 717 CR9,1
757 763 320,1
320 M90 757 73H M88,1
320 M90 757,1
320 73W CR9,1
CR9 717 CR7 319 CRJ,1
319 717 320,1
CR9 M88 CRJ 717,1
333 773 744 343 772,1
333 73H 772 773 332,1
767 788 777,1
777 73H 773 767,1
73H 773,1
E90 319 733 E75,1
320 321 788 332,1
320 321 788,1
CR2 319 CR9,1
333 744 772,1
767 777 73H 773,1
777 747 737 330,1
320 CR2 735,1
735 320 CR2,1
CR2 735,1
F50 M80,1
